lot_tag,auct_type,object_type,cadastr_num,addr_string,addr_street,addr_build_num,addr_floor_from_title,addr_apart_num_from_title,flat_num,qty_rooms,addr_floor,total_floors,obj_square,start_price,start_price_m2,deposit,auct_step,auct_form,start_applications_date,finish_application_date,participant_selection_date,bidding_date,results_date,roseltorg_url,torgi_url,metro_station,inf_sales,inf_food_service,inf_education,inf_cult_and_sport,inf_consumer_services,inf_health_care,documentation_expl,documentation_photo,investmoscow_url
#ГП16932140,Продажа,Квартира,77:03:0010003:2522,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Салтыковская улица, дом 6/2, корпус 1, этаж 11, кв. 99",,,,,99,2,11,22,60.1,9929000,165207.99,198580,19858,Открытый аукцион в электронной форме,2023-07-04,2023-10-19,2023-10-25,2023-10-26,2023-10-27,https://www.roseltorg.ru/procedure/21000005000000012765,https://torgi.gov.ru/new/public/notices/view/21000005000000012765,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19148032
#ГП16932157,Продажа,Квартира,77:03:0010003:2545,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Салтыковская улица, дом 6/2, корпус 1, этаж 13, кв. 120",,,,,120,2,13,22,52.5,8674000,165219.05,173480,17348,Открытый аукцион в электронной форме,2023-07-04,2023-10-19,2023-10-25,2023-10-26,2023-10-27,https://www.roseltorg.ru/procedure/21000005000000012743,https://torgi.gov.ru/new/public/notices/view/21000005000000012743,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19148149
#ГП16932147,Продажа,Квартира,77:03:0010003:2562,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Салтыковская улица, дом 6/2, корпус 1, этаж 15, кв. 136",,,,,136,2,15,22,52.3,8640000,165200.76,172800,17280,Открытый аукцион в электронной форме,2023-07-04,2023-10-19,2023-10-25,2023-10-26,2023-10-27,https://www.roseltorg.ru/procedure/21000005000000012757,https://torgi.gov.ru/new/public/notices/view/21000005000000012757,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19149091
#ГП16932171,Продажа,Квартира,77:03:0010003:2623,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Салтыковская улица, дом 6/2, корпус 1, этаж 21, кв. 191",,,,,191,1,21,22,40.3,7618000,189032.26,152360,15236,Открытый аукцион в электронной форме,2023-07-04,2023-10-19,2023-10-25,2023-10-26,2023-10-27,https://www.roseltorg.ru/procedure/21000005000000012744,https://torgi.gov.ru/new/public/notices/view/21000005000000012744,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19149029
#ГП16932132,Продажа,Квартира,77:03:0010003:2556,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Салтыковская улица, дом 6/2, корпус 1, этаж 14, кв. 130",,,,,130,2,14,22,52.6,8690000,165209.13,173800,17380,Открытый аукцион в электронной форме,2023-07-04,2023-10-19,2023-10-25,2023-10-26,2023-10-27,https://www.roseltorg.ru/procedure/21000005000000012750,https://torgi.gov.ru/new/public/notices/view/21000005000000012750,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19148960
#ГП16932146,Продажа,Квартира,77:03:0010003:2592,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Салтыковская улица, дом 6/2, корпус 1, этаж 18, кв. 163",,,,,163,2,18,22,51.0,8664000,169882.35,173280,17328,Открытый аукцион в электронной форме,2023-07-04,2023-10-19,2023-10-25,2023-10-26,2023-10-27,https://www.roseltorg.ru/procedure/21000005000000012733,https://torgi.gov.ru/new/public/notices/view/21000005000000012733,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19148947
#ГП16932141,Продажа,Квартира,77:03:0010003:2588,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Салтыковская улица, дом 6/2, корпус 1, этаж 17, кв. 159",,,,,159,2,17,22,60.1,10210000,169883.53,204200,20420,Открытый аукцион в электронной форме,2023-07-04,2023-10-19,2023-10-25,2023-10-26,2023-10-27,https://www.roseltorg.ru/procedure/21000005000000012731,https://torgi.gov.ru/new/public/notices/view/21000005000000012731,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19148940
#ГП16932187,Продажа,Квартира,77:03:0010003:2580,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Салтыковская улица, дом 6/2, корпус 1, этаж 17, кв. 152",,,,,152,2,17,22,47.6,8491000,178382.35,169820,16982,Открытый аукцион в электронной форме,2023-07-04,2023-10-19,2023-10-25,2023-10-26,2023-10-27,https://www.roseltorg.ru/procedure/21000005000000012728,https://torgi.gov.ru/new/public/notices/view/21000005000000012728,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19149246
#ГП16932182,Продажа,Квартира,77:03:0010003:2570,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Салтыковская улица, дом 6/2, корпус 1, этаж 16, кв. 143",,,,,143,2,16,22,50.9,8647000,169882.12,172940,17294,Открытый аукцион в электронной форме,2023-07-04,2023-10-19,2023-10-25,2023-10-26,2023-10-27,https://www.roseltorg.ru/procedure/21000005000000012724,https://torgi.gov.ru/new/public/notices/view/21000005000000012724,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19149152
#ГП16932134,Продажа,Квартира,77:03:0010003:2558,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Салтыковская улица, дом 6/2, корпус 1, этаж 15, кв. 132",,,,,132,2,15,22,47.5,8240000,173473.68,164800,16480,Открытый аукцион в электронной форме,2023-07-04,2023-10-19,2023-10-25,2023-10-26,2023-10-27,https://www.roseltorg.ru/procedure/21000005000000012752,https://torgi.gov.ru/new/public/notices/view/21000005000000012752,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19148986
#ГП16932158,Продажа,Квартира,77:03:0010003:2603,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Салтыковская улица, дом 6/2, корпус 1, этаж 19, кв. 173",,,,,173,2,19,22,51.0,8664000,169882.35,173280,17328,Открытый аукцион в электронной форме,2023-07-04,2023-10-19,2023-10-25,2023-10-26,2023-10-27,https://www.roseltorg.ru/procedure/21000005000000012738,https://torgi.gov.ru/new/public/notices/view/21000005000000012738,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19148982
#ГП16932159,Продажа,Квартира,77:03:0010003:2547,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Салтыковская улица, дом 6/2, корпус 1, этаж 14, кв. 122",,,,,122,2,14,22,47.8,8292000,173472.8,165840,16584,Открытый аукцион в электронной форме,2023-07-04,2023-10-19,2023-10-25,2023-10-26,2023-10-27,https://www.roseltorg.ru/procedure/21000005000000012745,https://torgi.gov.ru/new/public/notices/view/21000005000000012745,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19148157
#ГП16932145,Продажа,Квартира,77:03:0010003:2526,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Салтыковская улица, дом 6/2, корпус 1, этаж 12, кв. 103",,,,,103,2,12,22,51.1,8442000,165205.48,168840,16884,Открытый аукцион в электронной форме,2023-07-04,2023-10-19,2023-10-25,2023-10-26,2023-10-27,https://www.roseltorg.ru/procedure/21000005000000012768,https://torgi.gov.ru/new/public/notices/view/21000005000000012768,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19148058
#ГП16936523,Продажа,Квартира,77:10:0002002:1409,"город Зеленоград, корпус 456, этаж 7, квартира 58",,,,,,1,7,7,38.7,7149000,184728.68,357450,71490,Открытый аукцион в электронной форме,2023-09-18,2023-10-19,2023-10-24,2023-10-26,2023-10-26,https://www.roseltorg.ru/procedure/21000005000000015366,https://torgi.gov.ru/new/public/notices/view/21000005000000015366,Речной вокзал,24,9,12,15,4,,,,https://investmoscow.ru/tenders/tender/19289527
#ГП16937850,Продажа,Квартира,77:10:0002006:4919,"город Зеленоград, корпус 848, Этаж № 9, кв. 52",,,,,,2,9,19,60.5,8846000,146214.88,442300,88460,Открытый аукцион в электронной форме,2023-09-22,2023-10-23,2023-10-25,2023-10-26,2023-10-26,https://www.roseltorg.ru/procedure/21000005000000015527,https://torgi.gov.ru/new/public/notices/view/21000005000000015527,Планерная,67,5,3,30,16,2,,,https://investmoscow.ru/tenders/tender/19310557
#ГП16937852,Продажа,Квартира,77:10:0002006:5045,"город Зеленоград, корпус 848, этаж № 13, кв. 204",,,,,,2,13,19,62.5,10927000,174832.0,546350,109270,Открытый аукцион в электронной форме,2023-09-22,2023-10-23,2023-10-25,2023-10-26,2023-10-26,https://www.roseltorg.ru/procedure/21000005000000015525,https://torgi.gov.ru/new/public/notices/view/21000005000000015525,Планерная,67,5,3,30,16,2,,,https://investmoscow.ru/tenders/tender/19310769
#ГП16937732,Продажа,Квартира,77:10:0002006:5057,"город Зеленоград, корпус 848, Этаж № 8, кв. 45",,,,,,2,8,19,61.0,8911000,146081.97,445550,89110,Открытый аукцион в электронной форме,2023-09-22,2023-10-23,2023-10-25,2023-10-26,2023-10-26,https://www.roseltorg.ru/procedure/21000005000000015526,https://torgi.gov.ru/new/public/notices/view/21000005000000015526,Планерная,67,5,3,30,16,2,,,https://investmoscow.ru/tenders/tender/19309590
#ГП16937763,Продажа,Квартира,77:10:0002006:5074,"город Зеленоград, корпус 848, этаж № 2, кв. 6",,,,,,2,2,19,56.1,9435000,168181.82,471750,94350,Открытый аукцион в электронной форме,2023-09-27,2023-10-30,2023-11-01,2023-11-02,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000015634,https://torgi.gov.ru/new/public/notices/view/21000005000000015634,Планерная,67,5,3,30,16,2,,,https://investmoscow.ru/tenders/tender/19309716
#ГП16938006,Продажа,Квартира,77:10:0002006:4954,"город Зеленоград, корпус 848, Этаж № 4, кв. 20",,,,,,2,4,19,56.1,9250000,164884.14,462500,92500,Открытый аукцион в электронной форме,2023-09-27,2023-10-30,2023-11-01,2023-11-02,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000015624,https://torgi.gov.ru/new/public/notices/view/21000005000000015624,Планерная,67,5,3,30,16,2,,,https://investmoscow.ru/tenders/tender/19316317
#ГП16937778,Продажа,Квартира,77:10:0002006:5081,"город Зеленоград, корпус 848, этаж № 2, кв. 1",,,,,,2,2,19,60.3,9340000,154892.21,467000,93400,Открытый аукцион в электронной форме,2023-09-27,2023-10-30,2023-11-01,2023-11-02,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000015632,https://torgi.gov.ru/new/public/notices/view/21000005000000015632,Планерная,67,5,3,30,16,2,,,https://investmoscow.ru/tenders/tender/19309883
#ГП16937970,Продажа,Квартира,77:10:0002006:5072,"город Зеленоград, корпус 848, Этаж № 3, кв. 9",,,,,,2,3,19,56.2,8950000,159252.67,447500,89500,Открытый аукцион в электронной форме,2023-09-27,2023-10-30,2023-11-01,2023-11-02,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000015626,https://torgi.gov.ru/new/public/notices/view/21000005000000015626,Планерная,67,5,3,30,16,2,,,https://investmoscow.ru/tenders/tender/19314926
#ГП16937969,Продажа,Квартира,77:10:0002006:4902,"город Зеленоград, корпус 848, этаж № 5, кв. 23",,,,,,,5,19,56.3,9468000,168170.52,473400,94680,Открытый аукцион в электронной форме,2023-09-27,2023-10-30,2023-11-01,2023-11-02,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000015630,https://torgi.gov.ru/new/public/notices/view/21000005000000015630,Планерная,67,5,3,30,16,2,,,https://investmoscow.ru/tenders/tender/19314796
#ГП16937849,Продажа,Квартира,77:10:0002006:4921,"город Зеленоград, корпус 848, этаж № 10, кв. 59",,,,,,2,10,19,60.5,9896000,163570.25,494800,98960,Открытый аукцион в электронной форме,2023-09-27,2023-10-30,2023-11-01,2023-11-02,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000015633,https://torgi.gov.ru/new/public/notices/view/21000005000000015633,Планерная,67,5,3,30,16,2,,,https://investmoscow.ru/tenders/tender/19310394
#ГП16938155,Продажа,Квартира,77:10:0002006:4881,"город Зеленоград, корпус 848, Этаж №5, кв. 22",,,,,,2,5,19,60.0,9824000,163733.33,491200,98240,Открытый аукцион в электронной форме,2023-09-28,2023-10-31,2023-11-02,2023-11-07,2023-11-07,https://www.roseltorg.ru/procedure/21000005000000015650,https://torgi.gov.ru/new/public/notices/view/21000005000000015650,Планерная,67,5,3,30,16,2,,,https://investmoscow.ru/tenders/tender/19320513
#ГП16938193,Продажа,Квартира,77:10:0002006:4977,"город Зеленоград, корпус 848, Этаж №5, квартира 149",,,,,,2,5,19,53.8,8611000,160055.76,430550,86110,Открытый аукцион в электронной форме,2023-09-28,2023-10-31,2023-11-02,2023-11-07,2023-11-07,https://www.roseltorg.ru/procedure/21000005000000015653,https://torgi.gov.ru/new/public/notices/view/21000005000000015653,Планерная,67,5,3,30,16,2,,,https://investmoscow.ru/tenders/tender/19321648
#ГП16938192,Продажа,Квартира,77:10:0002006:4986,"город Зеленоград, корпус 848, Этаж №6, квартира 34",,,,,,2,6,19,56.2,8449000,150338.08,422450,84490,Открытый аукцион в электронной форме,2023-09-28,2023-10-31,2023-11-02,2023-11-07,2023-11-07,https://www.roseltorg.ru/procedure/21000005000000015652,https://torgi.gov.ru/new/public/notices/view/21000005000000015652,Планерная,67,5,3,30,16,2,,,https://investmoscow.ru/tenders/tender/19321525
#ГП16938194,Продажа,Квартира,77:10:0002006:4976,"город Зеленоград, корпус 848, Этаж №4, квартира 145",,,,,,2,4,19,72.6,10593000,145909.09,529650,105930,Открытый аукцион в электронной форме,2023-09-28,2023-10-31,2023-11-02,2023-11-07,2023-11-07,https://www.roseltorg.ru/procedure/21000005000000015636,https://torgi.gov.ru/new/public/notices/view/21000005000000015636,Планерная,67,5,3,30,16,2,,,https://investmoscow.ru/tenders/tender/19321905
#ГП16938305,Продажа,Квартира,77:10:0002006:4930,"город Зеленоград, корпус 848, этаж № 16, кв. 102",,,,,,1,16,19,44.9,7862000,175100.22,393100,78620,Открытый аукцион в электронной форме,2023-10-04,2023-11-07,2023-11-14,2023-11-17,2023-11-17,https://www.roseltorg.ru/procedure/21000005000000015748,https://torgi.gov.ru/new/public/notices/view/21000005000000015748,Планерная,67,5,3,30,16,2,,,https://investmoscow.ru/tenders/tender/19325015
#ГП16938276,Продажа,Квартира,77:10:0002006:5035,"город Зеленоград, корпус 848, этаж № 11, кв. 190",,,,,,2,11,19,62.4,9819000,157355.77,490950,98190,Открытый аукцион в электронной форме,2023-10-04,2023-11-07,2023-11-14,2023-11-17,2023-11-17,https://www.roseltorg.ru/procedure/21000005000000015703,https://torgi.gov.ru/new/public/notices/view/21000005000000015703,,67,5,3,30,16,2,,,https://investmoscow.ru/tenders/tender/19324350
#ГП16938308,Продажа,Квартира,77:10:0002006:4925,"город Зеленоград, корпус 848, этаж № 17, кв. 108",,,,,,2,17,19,60.6,8852000,146072.61,442600,88520,Открытый аукцион в электронной форме,2023-10-04,2023-11-07,2023-11-14,2023-11-17,2023-11-17,https://www.roseltorg.ru/procedure/21000005000000015702,https://torgi.gov.ru/new/public/notices/view/21000005000000015702,Планерная,67,5,3,30,16,2,,,https://investmoscow.ru/tenders/tender/19325639
#ГП16938343,Продажа,Квартира,77:10:0002006:4955,"город Зеленоград, корпус 848, Этаж №4, кв. 15",,,,,,2,4,19,60.3,10377000,172089.55,518850,103770,Открытый аукцион в электронной форме,2023-10-05,2023-11-10,2023-11-17,2023-11-21,2023-11-21,https://www.roseltorg.ru/procedure/21000005000000015802,https://torgi.gov.ru/new/public/notices/view/21000005000000015802,Планерная,67,5,3,30,16,2,,,https://investmoscow.ru/tenders/tender/19327141
#ГП16938414,Продажа,Квартира,77:10:0002006:5017,"город Зеленоград, корпус 848, Этаж №11, квартира 70",,,,,,2,11,19,59.4,8703000,146515.15,435150,87030,Открытый аукцион в электронной форме,2023-10-05,2023-11-10,2023-11-17,2023-11-21,2023-11-21,https://www.roseltorg.ru/procedure/21000005000000015773,https://torgi.gov.ru/new/public/notices/view/21000005000000015773,Планерная,67,5,3,30,16,2,,,https://investmoscow.ru/tenders/tender/19332056
#ГП16932428,Продажа,Квартира,77:03:0010003:3396,"город Москва, улица Салтыковская, дом 6/2, корпус 2, этаж 2, кв. 2",,,,,2,2,2,12,54.0,8662000,160407.41,173240,17324,Открытый аукцион в электронной форме,2023-07-06,2023-10-23,2023-10-27,2023-10-30,2023-10-31,https://www.roseltorg.ru/procedure/21000005000000012807,https://torgi.gov.ru/new/public/notices/view/21000005000000012807,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19156360
#ГП16932396,Продажа,Квартира,77:03:0010003:3402,"город Москва, улица Салтыковская, дом 6/2, корпус 2, этаж 10, кв. 34",,,,,34,2,10,12,54.2,8954000,165202.95,179080,17908,Открытый аукцион в электронной форме,2023-07-06,2023-10-23,2023-10-27,2023-10-30,2023-10-31,https://www.roseltorg.ru/procedure/21000005000000012839,https://torgi.gov.ru/new/public/notices/view/21000005000000012839,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19156131
#ГП16932415,Продажа,Квартира,77:03:0010003:3417,"город Москва, улица Салтыковская, дом 6/2, корпус 2, этаж 2, кв. 48",,,,,48,2,2,12,59.5,9544000,160403.36,190880,19088,Открытый аукцион в электронной форме,2023-07-06,2023-10-23,2023-10-27,2023-10-30,2023-10-31,https://www.roseltorg.ru/procedure/21000005000000012811,https://torgi.gov.ru/new/public/notices/view/21000005000000012811,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19156124
#ГП16932407,Продажа,Квартира,77:03:0010003:3414,"город Москва, улица Салтыковская, дом 6/2, корпус 2, этаж 2, кв. 45",,,,,45,2,2,12,60.2,9173000,152375.42,183460,18346,Открытый аукцион в электронной форме,2023-07-06,2023-10-23,2023-10-27,2023-10-30,2023-10-31,https://www.roseltorg.ru/procedure/21000005000000012804,https://torgi.gov.ru/new/public/notices/view/21000005000000012804,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19155933
#ГП16932399,Продажа,Квартира,77:03:0010003:3386,"город Москва, улица Салтыковская, дом 6/2, корпус 2, этаж 6, кв. 19",,,,,19,1,6,12,43.1,7711000,178909.51,154220,15422,Открытый аукцион в электронной форме,2023-07-06,2023-10-23,2023-10-27,2023-10-30,2023-10-31,https://www.roseltorg.ru/procedure/21000005000000012829,https://torgi.gov.ru/new/public/notices/view/21000005000000012829,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19155877
#ГП16932427,Продажа,Квартира,77:03:0010003:3451,"город Москва, улица Салтыковская, дом 6/2, корпус 2, этаж 3, кв. 7",,,,,7,1,3,12,43.1,7487000,173712.3,149740,14974,Открытый аукцион в электронной форме,2023-07-06,2023-10-23,2023-10-27,2023-10-30,2023-10-31,https://www.roseltorg.ru/procedure/21000005000000012815,https://torgi.gov.ru/new/public/notices/view/21000005000000012815,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19156411
#ГП16932394,Продажа,Квартира,77:03:0010003:3403,"город Москва, улица Салтыковская, дом 6/2, корпус 2, этаж 10, кв. 35",,,,,35,1,10,12,43.2,7729000,178912.04,154580,15458,Открытый аукцион в электронной форме,2023-07-06,2023-10-23,2023-10-27,2023-10-30,2023-10-31,https://www.roseltorg.ru/procedure/21000005000000012840,https://torgi.gov.ru/new/public/notices/view/21000005000000012840,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19156144
#ГП16932412,Продажа,Квартира,77:03:0010003:3416,"город Москва, улица Салтыковская, дом 6/2, корпус 2, этаж 2, кв. 47",,,,,47,2,2,12,59.3,9512000,160404.72,190240,19024,Открытый аукцион в электронной форме,2023-07-06,2023-10-23,2023-10-27,2023-10-30,2023-10-31,https://www.roseltorg.ru/procedure/21000005000000012808,https://torgi.gov.ru/new/public/notices/view/21000005000000012808,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19155996
#ГП16932400,Продажа,Квартира,77:03:0010003:3399,"город Москва, улица Салтыковская, дом 6/2, корпус 2, этаж 9, кв. 31",,,,,31,1,9,12,43.1,7711000,178909.51,154220,15422,Открытый аукцион в электронной форме,2023-07-06,2023-10-23,2023-10-27,2023-10-30,2023-10-31,https://www.roseltorg.ru/procedure/21000005000000012836,https://torgi.gov.ru/new/public/notices/view/21000005000000012836,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19155981
#ГП16932430,Продажа,Квартира,77:03:0010003:3407,"город Москва, улица Салтыковская, дом 6/2, корпус 2, этаж 2, кв. 3",,,,,3,1,2,12,43.2,7504000,173703.7,150080,15008,Открытый аукцион в электронной форме,2023-07-06,2023-10-23,2023-10-27,2023-10-30,2023-10-31,https://www.roseltorg.ru/procedure/21000005000000012810,https://torgi.gov.ru/new/public/notices/view/21000005000000012810,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19156370
#ГП16932424,Продажа,Квартира,77:03:0010003:3426,"город Москва, улица Салтыковская, дом 6/2, корпус 2, этаж 3, кв. 56",,,,,56,2,3,12,59.8,9592000,160401.34,191840,19184,Открытый аукцион в электронной форме,2023-07-06,2023-10-23,2023-10-27,2023-10-30,2023-10-31,https://www.roseltorg.ru/procedure/21000005000000012821,https://torgi.gov.ru/new/public/notices/view/21000005000000012821,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19156277
#ГП16932420,Продажа,Квартира,77:03:0010003:3424,"город Москва, улица Салтыковская, дом 6/2, корпус 2, этаж 3, кв. 54",,,,,54,2,3,12,60.1,9158000,152379.37,183160,18316,Открытый аукцион в электронной форме,2023-07-06,2023-10-23,2023-10-27,2023-10-30,2023-10-31,https://www.roseltorg.ru/procedure/21000005000000012819,https://torgi.gov.ru/new/public/notices/view/21000005000000012819,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19156248
#ГП16932417,Продажа,Квартира,77:03:0010003:3423,"город Москва, улица Салтыковская, дом 6/2, корпус 2, этаж 2, кв. 53",,,,,53,2,2,12,70.1,10682000,152382.31,213640,21364,Открытый аукцион в электронной форме,2023-07-06,2023-10-23,2023-10-27,2023-10-30,2023-10-31,https://www.roseltorg.ru/procedure/21000005000000012818,https://torgi.gov.ru/new/public/notices/view/21000005000000012818,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19156186
#ГП16932409,Продажа,Квартира,77:03:0010003:3415,"город Москва, улица Салтыковская, дом 6/2, корпус 2, этаж 2, кв. 46",,,,,46,2,2,12,54.6,8320000,152380.95,166400,16640,Открытый аукцион в электронной форме,2023-07-06,2023-10-23,2023-10-27,2023-10-30,2023-10-31,https://www.roseltorg.ru/procedure/21000005000000012805,https://torgi.gov.ru/new/public/notices/view/21000005000000012805,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19155964
#ГП16932393,Продажа,Квартира,77:03:0010003:3337,"город Москва, улица Салтыковская, дом 6/2, корпус 2, этаж 4, кв. 11",,,,,11,1,4,12,43.3,7522000,173718.24,150440,15044,Открытый аукцион в электронной форме,2023-07-06,2023-10-23,2023-10-27,2023-10-30,2023-10-31,https://www.roseltorg.ru/procedure/21000005000000012817,https://torgi.gov.ru/new/public/notices/view/21000005000000012817,улица Дмитриевского,2,,,9,2,,,,https://investmoscow.ru/tenders/tender/19155838
#ГП16928813,Продажа,Квартира,77:09:0001008:24287,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ховрино, Клинская улица, дом 2А, корпус 7, этаж 13, кв. 906",,,,,906,2,13,33,47.1,11116118,236011.0,222322,22232,Открытый аукцион в электронной форме,2023-05-02,2023-10-25,2023-10-31,2023-11-01,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000011351,https://torgi.gov.ru/new/public/notices/view/21000005000000011351,Ховрино,45,9,3,12,13,1,,,https://investmoscow.ru/tenders/tender/19046707
#ГП16928818,Продажа,Квартира,77:09:0001008:24285,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ховрино, Клинская улица, дом 2А, корпус 7, этаж 13, кв. 904",,,,,904,2,13,33,48.4,11422932,236010.99,228458,22845,Открытый аукцион в электронной форме,2023-05-02,2023-10-25,2023-10-31,2023-11-01,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000011349,https://torgi.gov.ru/new/public/notices/view/21000005000000011349,Ховрино,45,9,3,12,13,1,,,https://investmoscow.ru/tenders/tender/19046526
#ГП16928770,Продажа,Квартира,77:09:0001008:24245,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ховрино, Клинская улица, дом 2А, корпус 7, этаж 9, кв. 86",,,,,86,2,9,33,47.1,10900259,231428.0,218005,21800,Открытый аукцион в электронной форме,2023-05-02,2023-10-25,2023-10-31,2023-11-01,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000011316,https://torgi.gov.ru/new/public/notices/view/21000005000000011316,Ховрино,45,9,3,12,13,1,,,https://investmoscow.ru/tenders/tender/19046301
#ГП16928815,Продажа,Квартира,77:09:0001008:24286,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ховрино, Клинская улица, дом 2А, корпус 7, этаж 13, кв. 905",,,,,905,2,13,33,48.0,11328528,236011.0,226570,22657,Открытый аукцион в электронной форме,2023-05-02,2023-10-25,2023-10-31,2023-11-01,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000011350,https://torgi.gov.ru/new/public/notices/view/21000005000000011350,Ховрино,45,9,3,12,13,1,,,https://investmoscow.ru/tenders/tender/19046683
#ГП16928809,Продажа,Квартира,77:09:0001008:24376,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ховрино, Клинская улица, дом 2А, корпус 7, этаж 22, кв. 987",,,,,987,2,22,33,47.5,11428215,240594.0,228564,22856,Открытый аукцион в электронной форме,2023-05-02,2023-10-25,2023-10-31,2023-11-01,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000011353,https://torgi.gov.ru/new/public/notices/view/21000005000000011353,Ховрино,45,9,3,12,13,1,,,https://investmoscow.ru/tenders/tender/19046620
#ГП16928769,Продажа,Квартира,77:09:0001008:23846,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ховрино, Клинская улица, дом 2А, корпус 7, этаж 6, кв. 50",,,,,50,2,6,33,47.0,10877116,231428.0,217542,21754,Открытый аукцион в электронной форме,2023-05-02,2023-10-25,2023-10-31,2023-11-01,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000011315,https://torgi.gov.ru/new/public/notices/view/21000005000000011315,Ховрино,45,9,3,12,13,1,,,https://investmoscow.ru/tenders/tender/19046315
#ГП16938035,Продажа,Квартира,77:17:0120303:2314,"поселение Сосенское, посёлок Коммунарка, Фитарёвская улица, дом 19, этаж № 1, кв. 2",,,,,,3,1,25,47.2,6866000,145466.1,343300,68660,Открытый аукцион в электронной форме,2023-09-27,2023-10-30,2023-11-01,2023-11-02,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000015621,https://torgi.gov.ru/new/public/notices/view/21000005000000015621,Коммунарка,72,10,5,9,21,5,,,https://investmoscow.ru/tenders/tender/19317622
