adm_area,mun_district,gkh_address,gkh_total_floors,is_total_floors_variable,geo_lat,geo_lon,overlap_material,skeleton,wall_material,category,residents_qty,construction_year,ceiling_height,passenger_elevators_qty,condition,gkh_metro_station,metro_km,metro_min,gkh_cadastr_num,code_KLADR,global_repair_date,is_renov,renov_period,building_page_url,addr_winner
Западный,Тропарево-Никулино,"г. москва, пр-кт. ленинский, д. 144, к. 5",16.0,,55.65929000000001,37.49598,железобетонные,Панельный,Крупнопанельные,ЖСК - жилищно-строительные кооперативы,,1973.0,260.0,1.0,Исправный,Юго-Западная,1.0,15.0,77:07:0014008:1050,7.70000000001689e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=9413,
Северо-Восточный,Лианозово,"г. москва, ул. илимская, д. 7",20.0,,55.889480000000006,37.58271,,Монолитный,,,,2021.0,268.0,1.0,Исправный,Алтуфьево,1.0,15.0,77:02:0003002:3680,,,0.0,,https://flatinfo.ru/h_info1.asp?hid=354901,
Центральный,Хамовники,"г. москва, пер. власьевский м., д. 6",16.0,,55.74611,37.5935,смешанные,Панельный,Крупнопанельные,муниципальный,230.0,1966.0,264.0,1.0,Исправный,Кропоткинская,0.65,10.0,77:01:0001057:1028,7.70000000007045e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=28396,
Центральный,Таганский,"г. москва, ул. калитниковская м., д. 20, к. 1",14.0,,55.73372,37.68351,Железобетонные,Кирпичный,Кирпичные,муниципальный,261.0,1971.0,270.0,1.0,Исправный,Волгоградский Проспект,1.0,15.0,77:01:0006038:1007,7.70000000001419e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=22964,
Северо-Западный,Тушино Южное,"г. москва, ул. лодочная, д. 11",17.0,,55.836690000000004,37.457159999999995,Железобетонные,Монолитный,,,,2021.0,270.0,,Исправный,Тушинская,1.65,25.0,77:08:0004015:6719,,,0.0,,https://flatinfo.ru/h_info1.asp?hid=353805,
Юго-Восточный,Кузьминки,"г. москва, ул. шумилова, д. 4",24.0,,55.70934000000001,37.77071,,,,,,2021.0,270.0,3.0,,Кузьминки,0.55,9.0,77:04:0002016:14126,,,0.0,,https://flatinfo.ru/h_info1.asp?hid=353897,
Центральный,Тверской,"г. москва, пер. старопименовский, д. 4, стр. 1",7.0,,55.76858000000001,37.6007,железобетонные,Кирпичный,Кирпичные,муниципальный,92.0,1934.0,,1.0,Исправный,Маяковская,0.4,6.0,77:01:0001098:1022,7.70000000007033e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=83164,
Северо-Восточный,Медведково Северное,"г. москва, проезд. шокальского, д. 27, к. 2",13.0,,55.88114,37.64444,Железобетонные,Панельный,Крупнопанельные,,,2017.0,265.0,1.0,Исправный,Медведково,1.3,20.0,77:02:0004007:5686,7.70000000003159e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=322633,
Южный,Нагатинский Затон,"г. москва, ул. судостроительная, д. 3",16.0,,55.67957,37.6674,Железобетонные,Панельный,,,,2020.0,270.0,2.0,Исправный,Коломенская,0.3,5.0,77:05:0004007:6617,7.70000000002825e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=306037,
Северный,Савеловский,"г. москва, пер. вятский 4-й, д. 37",9.0,,55.80015,37.570479999999996,Железобетонные,Блочный,Крупноблочные,муниципальный,122.0,1966.0,250.0,1.0,Исправный,Дмитровская,1.05,16.0,77:09:0004015:1020,7.70000000001054e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=43294,
Северо-Восточный,Бутырский,"г. москва, ул. милашенкова, д. 11, к. 1",5.0,,55.824780000000004,37.58361,Железобетонные,Блочный,Крупноблочные,муниципальный,,1963.0,258.0,,Исправный,Фонвизинская,0.35,5.0,77:02:0020003:1014,7.70000000001851e+16,,1.0,2025-2028,https://flatinfo.ru/h_info1.asp?hid=51383,
Северный,Головинский,"г. москва, ул. солнечногорская, д. 24, к. 3",3.0,,55.86111,37.522220000000004,Железобетонные,Кирпичный,Кирпичные,муниципальный,,1951.0,,,Исправный,Моссельмаш,0.35,5.0,77:09:0001015:1133,7.70000000000353e+16,,1.0,2029-2032,https://flatinfo.ru/h_info1.asp?hid=55663,
Восточный,Перово,"г. москва, ул. братская, д. 6",5.0,,55.74886,37.782959999999996,Железобетонные,Блочный,Крупноблочные,муниципальный,,1960.0,258.0,,Исправный,Перово,0.75,11.0,77:03:0006013:1042,7.70000000000384e+16,,1.0,2029-2032,https://flatinfo.ru/h_info1.asp?hid=36080,
Юго-Западный,Котловка,"г. москва, ул. дмитрия ульянова, д. 45",18.0,,55.68114,37.5946,Железобетонные,Монолитный,,,,2018.0,270.0,3.0,Исправный,Крымская,1.25,19.0,77:06:0002015:4357,,,0.0,,https://flatinfo.ru/h_info1.asp?hid=354916,
Зеленоградский,Матушкино,"г. москва, г. зеленоград, аллея. березовая, д. 9",10.0,,55.99668000000001,37.20129,Железобетонные,Панельный,Крупнопанельные,муниципальный,342.0,1997.0,264.0,1.0,Исправный,Зеленоград,2.55,38.0,77:10:0002003:1009,7.70000020000845e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=68716,
Зеленоградский,Матушкино,"г. москва, г. зеленоград, к. 456",7.0,,55.99049,37.21075,железобетонные,Панельный,Крупнопанельные,муниципальный,353.0,1997.0,264.0,,Исправный,Малино,2.4,36.0,77:10:0002002:1008,7700000200000.0,,0.0,,https://flatinfo.ru/h_info1.asp?hid=72897,
Юго-Восточный,Некрасовка,"г. москва, ул. лавриненко, д. 8",23.0,,55.700340000000004,37.94536,Железобетонные,Монолитный,,,,2019.0,,2.0,Исправный,Некрасовка,1.2,18.0,77:16:0010105:34022,7.70000000007789e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=330588,
Зеленоградский,Крюково,"г. москва, г. зеленоград, к. 1403",14.0,,55.98513000000001,37.1496,железобетонные,Панельный,Крупнопанельные,муниципальный,500.0,1990.0,264.0,2.0,Исправный,Зеленоград,1.6,24.0,77:10:0006002:1003,7700000200000.0,,0.0,,https://flatinfo.ru/h_info1.asp?hid=66896,
Зеленоградский,Крюково,"г. москва, г. зеленоград, к. 1432",14.0,,55.98954000000001,37.15294,железобетонные,Панельный,Крупнопанельные,муниципальный,1422.0,1990.0,264.0,2.0,Исправный,Зеленоград,1.6,24.0,77:10:0006002:1019,7700000200000.0,,0.0,,https://flatinfo.ru/h_info1.asp?hid=66885,
Зеленоградский,Крюково,"г. москва, г. зеленоград, к. 1925",16.0,,55.975809999999996,37.1737,железобетонные,Панельный,Крупноблочные,муниципальный,335.0,1987.0,248.0,1.0,Исправный,Зеленоград,0.6,9.0,77:10:0006006:1058,7700000200000.0,,0.0,,https://flatinfo.ru/h_info1.asp?hid=66593,
Восточный,Измайлово Восточное,"г. москва, ул. парковая 13-я, д. 16а",18.0,,55.79874,37.81372,,Монолитный,,,,2021.0,270.0,2.0,,Первомайская,1.05,16.0,77:03:0005017:7570,,,0.0,,https://flatinfo.ru/h_info1.asp?hid=354864,
Зеленоградский,Матушкино,"г. москва, г. зеленоград, к. 200б",9.0,,56.00605,37.2005,железобетонные,Панельный,Крупнопанельные,муниципальный,412.0,1970.0,264.0,1.0,Исправный,Зеленоград,3.35,50.0,77:10:0002001:1023,7700000200000.0,,0.0,,https://flatinfo.ru/h_info1.asp?hid=68787,
Западный,Проспект Вернадского,"г. москва, пр-кт. ленинский, д. 134",24.0,,55.66627,37.50863,Железобетонные,Монолитный,,,,2019.0,270.0,3.0,Исправный,Новаторская,1.05,16.0,77:07:0013007:23501,,,0.0,,https://flatinfo.ru/h_info1.asp?hid=351936,
Зеленоградский,Матушкино,"г. москва, г. зеленоград, к. 410",9.0,,55.998290000000004,37.20665,железобетонные,Панельный,Крупнопанельные,муниципальный,482.0,1966.0,264.0,1.0,Исправный,Зеленоград,2.9,44.0,77:10:0002002:1044,7700000200000.0,,0.0,,https://flatinfo.ru/h_info1.asp?hid=68822,
Южный,Даниловский,"г. москва, ул. ленинская слобода, д. 3",11.0,,55.71246,37.66335,,Монолитный,,,,2021.0,270.0,,,Автозаводская,0.65,10.0,77:05:0002002:5389,,,0.0,,https://flatinfo.ru/h_info1.asp?hid=354939,
Зеленоградский,Савелки,"г. москва, г. зеленоград, к. 708",12.0,,55.98516,37.233259999999994,железобетонные,Блочный,Крупноблочные,муниципальный,187.0,1967.0,250.0,2.0,Исправный,Малино,2.3,35.0,77:10:0005005:1030,7700000200000.0,,0.0,,https://flatinfo.ru/h_info1.asp?hid=67070,
Зеленоградский,Старое Крюково,"г. москва, г. зеленоград, к. 802",9.0,,55.97904000000001,37.19251,железобетонные,Панельный,Крупнопанельные,муниципальный,1072.0,1973.0,264.0,1.0,Исправный,Зеленоград,1.25,19.0,77:10:0002007:1020,7700000200000.0,,0.0,,https://flatinfo.ru/h_info1.asp?hid=66785,
Зеленоградский,Старое Крюково,"г. москва, г. зеленоград, к. 815",9.0,,55.9756,37.18904000000001,железобетонные,Панельный,Крупнопанельные,муниципальный,1001.0,1974.0,264.0,1.0,Исправный,Зеленоград,1.2,18.0,77:10:0002007:1030,7700000200000.0,,0.0,,https://flatinfo.ru/h_info1.asp?hid=66771,
Северный,Дегунино Восточное,"г. москва, ул. дубнинская, д. 22, к. 6",17.0,,55.87263000000001,37.56164,Железобетонные,Монолитный,Железобетонные Монолитные,муниципальный,128.0,2008.0,,1.0,Исправный,Дегунино,1.05,16.0,77:09:0002028:1109,7.70000000001242e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=154312,
Юго-Восточный,Лефортово,"г. москва, ул. лапина, д. 3",6.0,,55.75646999999999,37.7128,железобетонные,Кирпичный,Кирпичные,муниципальный,68.0,1959.0,265.0,1.0,Исправный,Авиамоторная,0.65,10.0,77:04:0001005:1021,7.70000000000294e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=34742,
Северный,Беговой,"г. москва, проезд. боткинский 1-й, д. 4",7.0,,55.78307,37.55728,Смешанные,Кирпичный,Кирпичные,федеральный,327.0,1940.0,,1.0,Исправный,Динамо,0.8,12.0,77:09:0005014:1012,7.70000000000897e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=42212,
Центральный,Якиманка,"г. москва, пер. спасоналивковский 1-й, д. 19",6.0,,55.733,37.61414,деревянные,Кирпичный,Кирпичные,муниципальный,244.0,1929.0,300.0,1.0,Исправный,Октябрьская,0.35,5.0,77:01:0002003:1034,7.70000000002736e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=21503,
Центральный,Пресненский,"г. москва, пер. палашевский б., д. 12, стр. 2",4.0,,55.76431,37.59982,Деревянные,Кирпичный,Кирпичные,муниципальный,15.0,1917.0,340.0,,Исправный,Тверская,0.35,6.0,77:01:0001071:1054,7.70000000007068e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=74076,
Центральный,Красносельский,"г. москва, ул. каланчевская, д. 28",3.0,,55.77911,37.64627,Железобетонные,Кирпичный,Кирпичные,федеральный,49.0,1929.0,300.0,,Исправный,Каланчёвская,0.6,9.0,77:01:0003053:1014,7.70000000000636e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=43858,
Центральный,Тверской,"г. москва, ул. селезневская, д. 13, стр. 1",4.0,,55.78094,37.60619000000001,деревянные,Кирпичный,Кирпичные,муниципальный,104.0,1901.0,,,Исправный,Новослободская,0.4,6.0,77:01:0004005:1032,7.70000000000597e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=187794,
,Красногорск,"г. москва, г. красногорск, ул. вилора трифонова, д. 8",18.0,,55.83121,37.2871,железобетонные,Панельный,,,,2009.0,,2.0,Исправный,Красногорская,2.25,34.0,,,,0.0,,https://flatinfo.ru/h_info1.asp?hid=118298,
