addr_winner,addr_norm,qty_rooms,addr_floor,total_floors,obj_square,price,price_m2,date,is_active,seller_name,exposition_days,adm_area,mun_district,gkh_address,gkh_total_floors,is_total_floors_variable,geo_lat,geo_lon,overlap_material,skeleton,wall_material,category,residents_qty,construction_year,ceiling_height,passenger_elevators_qty,condition,gkh_metro_station,metro_km,metro_min,gkh_cadastr_num,code_KLADR,global_repair_date,is_renov,renov_period,building_page_url
"марка шагала наб., 13","г. москва, наб. марка шагала, д. 13",3,12,15.0,82.2,33900000,412409.0,2023-11-06,0,"Агентство Макспол Парк Культуры, Агент Константин Собольков, CIAN ID 107565082",11,Южный,Даниловский,"г. москва, наб. марка шагала, д. 13",15.0,1.0,55.69778,37.63203,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2023.0,-1.0,-1.0,Нет данных,ЗИЛ,1.2,18.0,Нет данных,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=368327
"лермонтовская ул., 17с1","г. москва, ул. лермонтовская, д. 17, стр. 1",3,5,21.0,68.1,26603769,390657.0,2023-11-06,0,"Консультант Циан, CIAN ID 47919092",7,Восточный,Преображенское,"г. москва, ул. лермонтовская, д. 17, стр. 1",21.0,1.0,55.803509999999996,37.71461,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2021.0,-1.0,-1.0,Нет данных,Преображенская Площадь,0.85,13.0,Нет данных,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=381681
"перовское ш., 21с11","г. москва, ш. перовское, д. 21, стр. 11",3,12,45.0,64.8,18247909,281604.0,2023-11-06,0,"Застройщик Level Group, CIAN ID 109092919",14,Юго-Восточный,Нижегородский,"г. москва, ш. перовское, д. 21, стр. 11",3.0,0.0,55.73665,37.74285,Нет данных,Кирпичный,Кирпичные,ЧФ  - частный фонд,-1.0,1951.0,-1.0,-1.0,Нет данных,Нижегородская,1.05,16.0,77:04:0002001:1278,7.70000000000029e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=110176
"высоковольтный пр-д, 1к4","г. москва, проезд. высоковольтный, д. 1, к. 4",3,11,22.0,76.5,17000000,222222.0,2023-11-06,0,"Агентство Владис, Агент Даниил Бусов, CIAN ID 107395749",24,Северо-Восточный,Отрадное,"г. москва, проезд. высоковольтный, д. 1, к. 4",22.0,0.0,55.8741,37.59156,Железобетонные,Панельный,Крупнопанельные,муниципальный,312.0,2009.0,280.0,2.0,Исправный,Бибирево,1.35,21.0,77:02:0007001:1080,7.70000000001049e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=158155
"сивашская ул., 15","г. москва, ул. сивашская, д. 15",3,3,5.0,54.4,18500000,340074.0,2023-11-06,0,CIAN ID 98211041,35,Юго-Западный,Зюзино,"г. москва, ул. сивашская, д. 15",5.0,0.0,55.66129,37.60078,железобетонные,Кирпичный,Кирпичные,муниципальный,203.0,1962.0,248.0,-1.0,Исправный,Нахимовский Проспект,0.4,6.0,77:06:0005006:1041,7.7000000000264e+16,Нет данных,1.0,2029-2032,https://flatinfo.ru/h_info1.asp?hid=11169
"ленинский просп., 135к1","г. москва, пр-кт. ленинский, д. 135, к. 1",3,16,16.0,77.5,17999999,232258.0,2023-11-06,0,CIAN ID 85898252,22,Юго-Западный,Теплый Стан,"г. москва, пр-кт. ленинский, д. 135, к. 1",16.0,0.0,55.64294,37.474270000000004,железобетонные,Панельный,Крупнопанельные,муниципальный,2553.0,1980.0,264.0,1.0,Исправный,Тропарево,0.4,6.0,77:06:0007001:1016,7.70000000001689e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=9301
"шмитовский пр-д, 39к1","г. москва, проезд. шмитовский, д. 39, к. 1",3,3,53.0,108.0,65990000,611019.0,2023-11-06,0,"Агентство Capital Mars, CIAN ID 75690976",60,Центральный,Пресненский,"г. москва, проезд. шмитовский, д. 39, к. 1",53.0,1.0,55.754509999999996,37.52359000000001,Нет данных,Кирпичный,Кирпичные,Нет данных,-1.0,2019.0,-1.0,1.0,Нет данных,Шелепиха,0.3,5.0,77:01:0004046:1062,7.70000000003158e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=308400
"авиационная ул., 79к1","г. москва, ул. авиационная, д. 79, к. 1",3,16,49.0,170.0,100000000,588235.0,2023-11-06,0,"Частный маклер Эльмира Эмирова, CIAN ID 460276",27,Северо-Западный,Щукино,"г. москва, ул. авиационная, д. 79, к. 1",49.0,0.0,55.80666,37.44963,Железобетонные,Монолитный,Каркасно-панельные,ЧФ  - частный фонд,-1.0,2003.0,300.0,2.0,Исправный,Щукинская,0.95,15.0,77:08:0009004:1028,7.70000000000712e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=83496
"молодогвардейская ул., 3","г. москва, ул. молодогвардейская, д. 3",3,2,9.0,63.7,16300000,255887.0,2023-11-06,0,"Агентство ИНФИНИТИ, Агент Юлия Ращупкина, CIAN ID 106236893",13,Западный,Кунцево,"г. москва, ул. молодогвардейская, д. 3",9.0,0.0,55.7333,37.43936,Железобетонные,Панельный,Крупнопанельные,муниципальный,348.0,1970.0,264.0,1.0,Исправный,Кунцевская,0.75,11.0,77:07:0004008:1053,7.70000000001891e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=19121
"генерала кузнецова ул., 14к2","г. москва, ул. генерала кузнецова, д. 14, к. 2",3,6,12.0,75.6,17200000,227513.0,2023-11-06,0,"Агентство ИНКОМ-Недвижимость, Офис ""Тургеневский"" Инком-Недвижимость, CIAN ID 24930403",78,Юго-Восточный,Выхино-Жулебино,"г. москва, ул. генерала кузнецова, д. 14, к. 2",12.0,0.0,55.6893,37.85703,железобетонные,Панельный,Крупнопанельные,муниципальный,335.0,1995.0,264.0,1.0,Исправный,Жулебино,0.5,8.0,77:04:0005007:1016,7.70000000004129e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=17264
"береговой пр-д, 1б","г. москва, проезд. береговой, д. 1б",3,23,28.0,83.0,39000000,469880.0,2023-11-06,0,CIAN ID 57626939,71,Западный,Филевский Парк,"г. москва, проезд. береговой, д. 1б",28.0,0.0,55.75668,37.51423,Нет данных,Нет данных,Нет данных,Нет данных,-1.0,2021.0,-1.0,-1.0,Нет данных,Шелепиха,0.7,10.0,77:07:0002003:15296,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=368332
"гурьянова ул., 17к2","г. москва, ул. гурьянова, д. 17, к. 2",3,24,25.0,100.6,45000000,447316.0,2023-11-06,0,"Агентство ИНКОМ-Недвижимость. Аренда, Офис ""Проспект мира"" (Аренда), CIAN ID 22075636",26,Юго-Восточный,Печатники,"г. москва, ул. гурьянова, д. 17, к. 2",25.0,0.0,55.68839000000001,37.71962,Железобетонные,Монолитный,Железобетонные Монолитные,ЧФ  - частный фонд,351.0,2001.0,280.0,2.0,Исправный,Печатники,0.9,14.0,77:04:0003007:1072,7.70000000000164e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=77140
"пресненский вал ул., 14к3","г. москва, ул. пресненский вал, д. 14, к. 3",3,9,14.0,79.5,52999999,666667.0,2023-11-06,0,"Агентство ГОРОДА, Агент Ксения Жилинскене, CIAN ID 104378439",9,Центральный,Пресненский,"г. москва, ул. пресненский вал, д. 14, к. 3",14.0,0.0,55.76661,37.56733,Нет данных,Монолитный,Железобетонные Монолитные,Нет данных,-1.0,2015.0,-1.0,2.0,Исправный,Улица 1905 года,0.45,7.0,77:01:0004023:5307,7.70000000002368e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=310905
"филевская большая ул., 3к1","г. москва, ул. филевская б., д. 3, к. 1",3,8,20.0,60.0,31000000,516667.0,2023-11-06,0,"Агентство Капиталъ-Недвижимость, CIAN ID 37679",75,Западный,Филевский Парк,"г. москва, ул. филевская б., д. 3, к. 1",20.0,1.0,55.75151999999999,37.51604,Нет данных,Монолит-Панель,Нет данных,Нет данных,-1.0,2020.0,265.0,-1.0,Нет данных,Фили,0.7,10.0,77:07:0005010:2282,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=334987
"пресненский вал ул., 16с3","г. москва, ул. пресненский вал, д. 16, стр. 3",3,3,7.0,100.0,67900000,679000.0,2023-11-06,0,"Агентство Vysotsky Estate, Агент Vysotsky Estate Москва Центральный, CIAN ID 85121929",41,Центральный,Пресненский,"г. москва, ул. пресненский вал, д. 16, стр. 3",7.0,0.0,55.76735,37.56531,Железобетонные,Блочный,Крупноблочные,Нет данных,-1.0,2008.0,-1.0,1.0,Исправный,Улица 1905 года,0.4,6.0,77:01:0004023:1083,7.70000000002368e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=178834
"береговой пр-д, 5к3","г. москва, проезд. береговой, д. 5, к. 3",3,10,22.0,86.4,37000000,428241.0,2023-11-06,0,"Агентство Владис, Агент Юлия Колобова, CIAN ID 107640583",57,Западный,Филевский Парк,"г. москва, проезд. береговой, д. 5, к. 3",22.0,0.0,55.75557,37.50757,Железобетонные,Монолитный,Бетонные Монолитные,Нет данных,-1.0,2015.0,-1.0,3.0,Исправный,Шелепиха,1.1,17.0,77:07:0002003:6134,7.70000000000842e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=265264
"душинская ул., 16","г. москва, ул. душинская, д. 16",3,19,24.0,134.0,49990000,373060.0,2023-11-06,0,"Частный маклер Людмила Славина, CIAN ID 61907",52,Юго-Восточный,Лефортово,"г. москва, ул. душинская, д. 16",21.0,0.0,55.74575,37.704840000000004,Железобетонные,Монолитный,Нет данных,Нет данных,-1.0,2019.0,293.0,3.0,Исправный,Москва Товарная,1.1,16.0,77:04:0001013:3477,7.70000000000274e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=308491
"пресненская наб., 8с1","г. москва, наб. пресненская, д. 8, стр. 1",3,28,73.0,186.0,119782691,643993.0,2023-11-06,0,"Агентство EXCLUSIVE CITY, CIAN ID 46572251",215,Центральный,Пресненский,"г. москва, наб. пресненская, д. 8, стр. 1",72.0,0.0,55.74737,37.53834000000001,Нет данных,Монолитный,Железобетонные Монолитные,Нет данных,-1.0,2009.0,-1.0,-1.0,Нет данных,Деловой центр,0.25,4.0,77:01:0004042:1019,7.70000000007388e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=192812
"хлобыстова ул., 18к1","г. москва, ул. хлобыстова, д. 18, к. 1",3,10,17.0,72.0,18650000,259028.0,2023-11-06,0,"Частный маклер Светлана Принесенник, CIAN ID 158537",9,Юго-Восточный,Выхино-Жулебино,"г. москва, ул. хлобыстова, д. 18, к. 1",17.0,0.0,55.7173,37.8103,Железобетонные,Панельный,Крупнопанельные,Нет данных,-1.0,2015.0,-1.0,2.0,Исправный,Выхино,0.5,8.0,77:04:0002009:7562,7.70000000000009e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=301688
"чечерский пр-д, 68","г. москва, проезд. чечерский, д. 68",3,3,7.0,81.8,16700000,204156.0,2023-11-06,0,"Агентство Град-эстейт, CIAN ID 13823",9,Юго-Западный,Бутово Южное,"г. москва, проезд. чечерский, д. 68",7.0,0.0,55.53194000000001,37.52536,железобетонные,Панельный,Крупнопанельные,муниципальный,177.0,1997.0,264.0,1.0,Исправный,Бунинская аллея,0.95,14.0,77:06:0012008:1049,7.70000000004247e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=96351
"парковая 10-я ул., 3","г. москва, ул. парковая 10-я, д. 3",3,3,22.0,107.0,44000000,411215.0,2023-11-06,0,"Агент Владислав Пылаев, CIAN ID 24144518",30,Восточный,Измайлово Восточное,"г. москва, ул. парковая 10-я, д. 3",22.0,0.0,55.79455,37.8019,Железобетонные,Монолитный,Железобетонные Монолитные,Нет данных,-1.0,2010.0,-1.0,2.0,Исправный,Первомайская,0.2,3.0,77:03:0005013:1046,7.70000000002208e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=177277
"плещеева ул., 7в","г. москва, ул. плещеева, д. 7в",3,5,9.0,48.8,12500000,256148.0,2023-11-06,0,"Агентство А.М.О.Н., CIAN ID 503909",66,Северо-Восточный,Бибирево,"г. москва, ул. плещеева, д. 7в",9.0,0.0,55.88755,37.60941,Железобетонные,Панельный,Крупнопанельные,муниципальный,677.0,1974.0,264.0,1.0,Исправный,Бибирево,0.6,9.0,77:02:0002012:1032,7.70000000002295e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=60813
"никитская большая ул., 22/2","г. москва, ул. никитская б., д. 22/2",3,6,6.0,127.4,56000000,439560.0,2023-11-06,0,"Агентство NIKA ESTATE, Агент Владимир Лапа, CIAN ID 105267235",99,Центральный,Пресненский,"г. москва, ул. никитская б., д. 22/2",6.0,0.0,55.75735,37.60275,деревянные,Кирпичный,Кирпичные,муниципальный,55.0,1876.0,305.0,1.0,Исправный,Арбатская,0.6,9.0,77:01:0001069:1067,7.70000000007111e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=32696
"староволынская ул., 12к5","г. москва, ул. староволынская, д. 12, к. 5",3,9,24.0,160.0,47000000,293750.0,2023-11-06,0,CIAN ID 438578,25,Западный,Очаково-Матвеевское,"г. москва, ул. староволынская, д. 12, к. 5",23.0,1.0,55.7156,37.479279999999996,Железобетонные,Монолитный,Железобетонные Монолитные,Нет данных,-1.0,2010.0,-1.0,2.0,Исправный,Матвеевская,1.2,18.0,77:07:0012009:1065,7.70000000002761e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=230393
"клинская ул., 9","г. москва, ул. клинская, д. 9",3,1,9.0,58.3,9900000,169811.0,2023-11-06,0,"Агентство ИП Шебалов А. В., Агент Алексей Шебалов, CIAN ID 231035",72,Северный,Ховрино,"г. москва, ул. клинская, д. 9",9.0,0.0,55.86684,37.50038,Железобетонные,Панельный,Крупнопанельные,муниципальный,409.0,1968.0,264.0,1.0,Исправный,Грачёвская,0.65,10.0,77:09:0001008:1038,7.70000000001483e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=55996
"петрозаводская ул., 28к5","г. москва, ул. петрозаводская, д. 28, к. 5",3,1,9.0,60.0,12700000,211667.0,2023-11-06,0,"Агент Александра Сорокина, CIAN ID 498538",33,Северный,Ховрино,"г. москва, ул. петрозаводская, д. 28, к. 5",9.0,0.0,55.870819999999995,37.4894,Железобетонные,Панельный,Крупнопанельные,муниципальный,367.0,1966.0,264.0,1.0,Исправный,Ховрино,1.0,15.0,77:09:0001008:1078,7.70000000002271e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=55882
"вернадского просп., 97к1","г. москва, пр-кт. вернадского, д. 97, к. 1",3,10,12.0,63.1,15600000,247227.0,2023-11-06,0,"Частный маклер Лариса Булич, CIAN ID 1580",67,Западный,Тропарево-Никулино,"г. москва, пр-кт. вернадского, д. 97, к. 1",12.0,0.0,55.66738,37.49078,железобетонные,Панельный,Крупнопанельные,ЖСК - жилищно-строительные кооперативы,269.0,1972.0,264.0,2.0,Исправный,Юго-Западная,0.65,10.0,77:07:0014008:1041,7.70000000000953e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=69764
"грузинский вал ул., 26с1","г. москва, ул. грузинский вал, д. 26, стр. 1",3,5,6.0,65.9,21000000,318665.0,2023-11-06,0,"Агентство Фаворит Плюс, CIAN ID 13163301",68,Центральный,Пресненский,"г. москва, ул. грузинский вал, д. 26, стр. 1",6.0,0.0,55.774469999999994,37.58167,Деревянные,Кирпичный,Кирпичные,муниципальный,334.0,1930.0,-1.0,0.0,Исправный,Белорусская,0.3,4.0,77:01:0004018:1014,7.70000000001148e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=183135
"медынская ул., 5к6","г. москва, ул. медынская, д. 5, к. 6",3,12,14.0,86.0,19000000,220930.0,2023-11-06,0,CIAN ID 1891360,48,Южный,Бирюлево Западное,"г. москва, ул. медынская, д. 5, к. 6",14.0,0.0,55.588409999999996,37.64622,железобетонные,Панельный,Крупнопанельные,муниципальный,779.0,2002.0,275.0,1.0,Исправный,Покровская,1.9,29.0,77:05:0009002:1054,7.70000000001832e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=84819
"голубинская ул., 7к2","г. москва, ул. голубинская, д. 7, к. 2",3,11,16.0,74.8,19700000,263369.0,2023-11-06,0,"Агент Денис Чернов, CIAN ID 240882",18,Юго-Западный,Ясенево,"г. москва, ул. голубинская, д. 7, к. 2",16.0,0.0,55.605909999999994,37.515159999999995,железобетонные,Панельный,Крупнопанельные,муниципальный,2332.0,1976.0,264.0,1.0,Исправный,Ясенево,1.25,19.0,77:06:0009002:1010,7.70000000001104e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=97671
"михайлова ул., 30ак1","г. москва, ул. михайлова, д. 30а, к. 1",3,20,33.0,76.0,18700000,246053.0,2023-11-06,0,"Агентство Простор-недвижимость, CIAN ID 52591",102,Юго-Восточный,Рязанский,"г. москва, ул. михайлова, д. 30а, к. 1",33.0,1.0,55.724669999999996,37.77343,Нет данных,Монолит-Панель,Нет данных,Нет данных,-1.0,2021.0,265.0,-1.0,Нет данных,Плющево,0.75,11.0,77:04:0002007:17665,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=348319
"смоленский 1-й пер., 21","г. москва, пер. смоленский 1-й, д. 21",3,6,10.0,100.0,120000000,1200000.0,2023-11-06,0,"Агентство Винидиктов и Партнеры, CIAN ID 254794",26,Центральный,Арбат,"г. москва, пер. смоленский 1-й, д. 21",10.0,0.0,55.74936999999999,37.57924000000001,Нет данных,Монолитный,Бетонные Монолитные,Нет данных,-1.0,2015.0,-1.0,-1.0,Нет данных,Смоленская,0.25,4.0,77:01:0005001:6639,7.70000000002678e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=323932
"береговой пр-д, 1б","г. москва, проезд. береговой, д. 1б",3,5,28.0,68.9,33500000,486212.0,2023-11-06,0,"Агентство MOST REALTY, CIAN ID 1340",57,Западный,Филевский Парк,"г. москва, проезд. береговой, д. 1б",28.0,0.0,55.75668,37.51423,Нет данных,Нет данных,Нет данных,Нет данных,-1.0,2021.0,-1.0,-1.0,Нет данных,Шелепиха,0.7,10.0,77:07:0002003:15296,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=368332
"хорошевское ш., 25ак2","г. москва, ш. хорошевское, д. 25а, к. 2",3,8,24.0,73.0,48500000,664384.0,2023-11-06,0,"Частный маклер Диана Полтавец, CIAN ID 86779251",34,Северный,Хорошевский,"г. москва, ш. хорошевское, д. 25а, к. 2",24.0,1.0,55.77535,37.52687,Железобетонные,Монолитный,Нет данных,Нет данных,-1.0,2020.0,-1.0,2.0,Исправный,Хорошёвская,0.4,6.0,77:09:0005011:2773,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=335168
"профсоюзная ул., 25к1","г. москва, ул. профсоюзная, д. 25, к. 1",3,5,25.0,132.6,65000000,490196.0,2023-11-06,0,"Агентство Нора-Недвижимость, CIAN ID 1205",36,Юго-Западный,Черемушки,"г. москва, ул. профсоюзная, д. 25, к. 1",25.0,0.0,55.67411,37.56216,Железобетонные,Монолитный,Железобетонные Монолитные,Нет данных,-1.0,2009.0,-1.0,3.0,Исправный,Профсоюзная,0.45,7.0,77:06:0004004:1040,7.70000000002392e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=115258
"молдагуловой ул., 15к2","г. москва, ул. молдагуловой, д. 15, к. 2",3,1,9.0,50.0,12000000,240000.0,2023-11-06,0,CIAN ID 172266,67,Восточный,Вешняки,"г. москва, ул. молдагуловой, д. 15, к. 2",9.0,0.0,55.72071999999999,37.8308,Железобетонные,Панельный,Крупнопанельные,ЖСК - жилищно-строительные кооперативы,-1.0,1970.0,264.0,1.0,Исправный,Выхино,1.0,15.0,77:03:0007005:1043,7.70000000000416e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=24889
"напрудная 1-я ул., 3","г. москва, ул. напрудная 1-я, д. 3",3,4,12.0,64.0,16500000,257812.0,2023-11-06,0,"Агентство ИНКОМ-Недвижимость, Офис ""Проспект мира"" Инком-Недвижимость, CIAN ID 24930434",61,Северо-Восточный,Лосиноостровский,"г. москва, ул. напрудная 1-я, д. 3",12.0,0.0,55.87695,37.68773,Железобетонные,Панельный,Крупнопанельные,ЖСК - жилищно-строительные кооперативы,-1.0,1974.0,264.0,2.0,Исправный,Бабушкинская,1.75,26.0,77:02:0010003:1013,7.7000000000195e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=58328
"подмосковная ул., 8","г. москва, ул. подмосковная, д. 8",3,1,3.0,84.1,19400000,230678.0,2023-11-06,0,"Агентство Today Estate, Агент Дарья Рыжук, CIAN ID 28218204",17,Северо-Западный,Покровское-Стрешнево,"г. москва, ул. подмосковная, д. 8",3.0,0.0,55.83186,37.45655,Железобетонные,Кирпичный,Шлакобетонные,муниципальный,74.0,1949.0,320.0,-1.0,Исправный,Тушинская,1.3,20.0,77:08:0006002:1021,7.70000000002314e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=49786
"ватутина ул., 9","г. москва, ул. ватутина, д. 9",3,12,22.0,110.7,40000000,361337.0,2023-11-06,0,"Собственник, CIAN ID 85608599",19,Западный,Фили-Давыдково,"г. москва, ул. ватутина, д. 9",22.0,0.0,55.72133,37.45465,железобетонные,Панельный,Крупнопанельные,муниципальный,139.0,2008.0,280.0,2.0,Исправный,Давыдково,0.8,12.0,77:07:0009003:1158,7.7000000000094e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=99376
"береговой пр-д, 5к3","г. москва, проезд. береговой, д. 5, к. 3",3,10,22.0,86.4,37000000,428241.0,2023-11-06,0,"Агентство МГСН-отдел продаж, МГСН Отделение Новослободское, CIAN ID 68084631",61,Западный,Филевский Парк,"г. москва, проезд. береговой, д. 5, к. 3",22.0,0.0,55.75557,37.50757,Железобетонные,Монолитный,Бетонные Монолитные,Нет данных,-1.0,2015.0,-1.0,3.0,Исправный,Шелепиха,1.1,17.0,77:07:0002003:6134,7.70000000000842e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=265264
"красногвардейский 1-й пр-д, 22с2","г. москва, проезд. красногвардейский 1-й, д. 22, стр. 2",3,40,79.0,123.7,83731590,676892.0,2023-11-06,0,"Агентство EXCLUSIVE CITY, CIAN ID 46572251",38,Центральный,Пресненский,"г. москва, проезд. красногвардейский 1-й, д. 22, стр. 2",77.0,0.0,55.75163000000001,37.53522,Нет данных,Нет данных,Нет данных,Нет данных,-1.0,2020.0,-1.0,-1.0,Нет данных,Тестовская,0.35,6.0,Нет данных,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=348326
"ленинградское ш., 52","г. москва, ш. ленинградское, д. 52",3,8,9.0,57.0,14500000,254386.0,2023-11-06,0,CIAN ID 279959,62,Северный,Войковский,"г. москва, ш. ленинградское, д. 52",9.0,0.0,55.83684,37.48457,Железобетонные,Кирпичный,Кирпичные,муниципальный,511.0,1963.0,264.0,1.0,Исправный,Водный Стадион,0.4,6.0,77:09:0001021:1031,7.70000000001686e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=50593
"красногвардейский 1-й пр-д, 22с2","г. москва, проезд. красногвардейский 1-й, д. 22, стр. 2",3,66,79.0,142.5,92700000,650526.0,2023-11-06,0,"Агентство EXCLUSIVE CITY, CIAN ID 46572251",215,Центральный,Пресненский,"г. москва, проезд. красногвардейский 1-й, д. 22, стр. 2",77.0,0.0,55.75163000000001,37.53522,Нет данных,Нет данных,Нет данных,Нет данных,-1.0,2020.0,-1.0,-1.0,Нет данных,Тестовская,0.35,6.0,Нет данных,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=348326
"защитников москвы просп., 10","г. москва, пр-кт. защитников москвы, д. 10",3,10,17.0,74.3,16000000,215343.0,2023-11-06,0,"Собственник, CIAN ID 86027715",63,Юго-Восточный,Некрасовка,"г. москва, пр-кт. защитников москвы, д. 10",17.0,0.0,55.70052,37.92225,Железобетонные,Панельный,Крупнопанельные,Нет данных,636.0,2013.0,275.0,2.0,Исправный,Некрасовка,0.45,7.0,77:16:0010105:4854,7.70000000007451e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=229397
"маршала федоренко ул., 2к3","г. москва, ул. маршала федоренко, д. 2, к. 3",3,12,12.0,62.7,13500000,215311.0,2023-11-06,0,"Частный маклер Любовь Тарасова, CIAN ID 11441857",19,Северный,Дегунино Западное,"г. москва, ул. маршала федоренко, д. 2, к. 3",12.0,0.0,55.87931,37.49597,Железобетонные,Панельный,Крупнопанельные,муниципальный,328.0,1981.0,264.0,2.0,Исправный,Ховрино,0.85,13.0,77:09:0002015:1020,7.70000000000332e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=55975
"дмитровское ш., 165ек7","г. москва, ш. дмитровское, д. 165е, к. 7",3,18,22.0,73.0,16900000,231507.0,2023-11-06,0,"Агентство МГЦН - Многофункциональный Городской Центр Недвижимости, Агент Вероника Пономарева, CIAN ID 104643227",15,Северо-Восточный,Северный,"г. москва, ш. дмитровское, д. 165е, к. 7",22.0,1.0,55.92665,37.5451,Железобетонные,Панельный,Крупноблочные,муниципальный,493.0,2009.0,275.0,1.0,Исправный,Физтех,0.7,11.0,77:02:0025013:1026,7.70000000000335e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=118326
"береговой пр-д, 5ак2","г. москва, проезд. береговой, д. 5а, к. 2",3,11,25.0,70.0,34000000,485714.0,2023-11-06,0,"Агентство Владис, Агент Елена Рязанова, CIAN ID 78475251",206,Западный,Филевский Парк,"г. москва, проезд. береговой, д. 5а, к. 2",25.0,0.0,55.75554,37.509190000000004,Железобетонные,Панельный,Железобетонные,Нет данных,-1.0,2017.0,-1.0,4.0,Исправный,Шелепиха,1.0,15.0,77:07:0002003:7815,7.70000000000842e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=315198
"владимирская 1-я ул., 11","г. москва, ул. владимирская 1-я, д. 11",3,9,16.0,64.3,16400000,255054.0,2023-11-06,0,"Агентство ГОРОБМЕН, Агент Светлана Трубина, CIAN ID 28337108",195,Восточный,Перово,"г. москва, ул. владимирская 1-я, д. 11",16.0,0.0,55.75991,37.77653,Железобетонные,Панельный,Крупноблочные,муниципальный,-1.0,1985.0,248.0,1.0,Исправный,Шоссе Энтузиастов,1.8,27.0,77:03:0006010:1053,7.70000000000389e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=36563
